,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
10,HLCC/4,5,126,3,macds,4,386,3,5,0.34,1292,313,277,339,900,195,97,314,381,256,801,159,346,589,824,570,354,271,998,850,437,387,317,740,652,192,74,612,435,51,2,56,28,16,568,10,31,66,8,958,24,22,0.1,0.33,0.11,0.13,0.1383901610596564,0.29,False,True,False,False,True,True,True,True,False,True,False,True,True,False,True,True,True,27.72615103166581,True,False,-0.2375505480635969,-0.0800777122420357,-0.0861999923823856
11,OHLC/4,5,131,4,macds,4,132,4,12,0.18,550,388,152,30,829,207,276,661,288,149,406,184,204,841,963,597,318,259,905,647,497,329,984,426,605,661,162,844,246,195,5,11,78,6,329,4,51,27,8,142,1,13,0.07,0.11,0.0564932061505454,0.1635364908601972,0.0591491952036166,0.37,True,True,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,27.21407596838505,True,False,-0.3391469209514791,-0.1264640405413108,-0.1322720352696894
12,HLCC/4,6,104,4,macdh,3,268,6,16,0.35,518,666,364,130,576,279,93,728,181,189,220,4,14,928,651,588,470,457,826,694,342,321,499,847,446,380,844,869,8,299,2,29,7,20,957,17,28,83,10,89,5,13,0.12,0.09,0.15,0.18,0.0653169464249853,0.259845032061218,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,False,40.643213609051706,True,False,-0.4942579733459813,-0.0862604330866218,-0.0910818967458076
13,HL/2,6,125,3,macds,3,185,5,6,0.1,2704,216,102,160,45,38,133,80,64,175,502,198,30,515,854,824,468,323,978,891,444,384,135,508,436,685,209,640,887,792,12,42,84,9,974,10,52,4,3,657,25,16,0.38,0.3,0.01,0.87,0.03,0.91,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,False,20.638180022930644,True,False,-0.2920909793871388,-0.0806616526140141,-0.0871753311595588
14,OHLC/4,6,124,4,macd,4,81,4,16,0.02,1490,346,161,37,738,264,353,850,225,221,59,213,336,777,986,859,489,400,705,538,396,326,693,363,678,212,306,648,649,896,5,6,24,6,180,12,48,69,9,967,3,15,0.05,0.31,0.0511309675665166,0.1,0.0682607942200752,0.1429981097119531,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,34.02556585234068,True,False,-0.2717651410179451,-0.0882266371619836,-0.0943983666871075
15,open,5,105,4,macd,4,7,4,13,0.08,2364,500,154,268,614,267,343,374,301,185,986,42,279,377,938,693,492,385,892,796,497,305,180,864,268,368,886,912,389,735,17,23,38,14,376,2,49,58,1,210,15,22,0.26,0.25,0.04,0.86,0.05,0.94,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,29.714455762093102,True,False,-0.3086434291604479,-0.0985585777607186,-0.1066938806941369
16,HLC/3,5,103,4,macds,4,146,3,9,0.01,261,453,177,250,661,42,262,283,294,51,297,99,362,187,581,563,482,437,877,721,327,309,961,496,50,225,602,751,75,938,6,14,85,11,708,8,30,57,12,68,16,19,0.1,0.38,0.02,0.85,0.02,0.87,False,True,False,True,True,True,True,False,True,True,False,False,True,True,True,False,True,31.62277660168379,True,False,-0.2868821073794106,-0.1073768024623936,-0.1138132429732572
17,HLCC/4,4,110,3,macdh,4,13,3,3,0.38,1770,345,55,84,108,257,210,952,128,319,545,238,206,526,864,670,384,328,997,537,406,339,58,665,652,121,505,716,207,721,28,44,25,7,92,3,30,38,10,87,21,14,0.27,0.24,0.0818051081348105,0.13,0.0704487052994409,0.8010166090050213,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False,53.07606948075198,True,False,-0.4905332257964344,-0.1280700495397343,-0.1388000526351064
18,HLCC/4,5,115,4,macdh,3,171,4,6,0.2,2519,487,26,360,738,254,155,761,178,319,747,29,149,506,619,561,487,369,757,530,383,370,65,287,531,723,220,436,208,788,16,28,86,8,483,3,48,2,9,253,12,25,0.08,0.03,0.0457390232587846,0.11,0.0771600797474812,0.2332417380977569,True,False,False,True,True,False,True,True,True,False,False,True,True,False,True,True,False,27.262787019177527,True,False,-0.4870386265164775,-0.0995272430941626,-0.1074991228598186
19,HL/2,6,132,3,macd,3,110,4,12,0.23,1199,804,84,92,59,221,63,867,38,236,728,260,303,905,635,510,463,388,907,610,496,271,913,246,947,823,853,248,814,988,8,38,50,5,447,17,43,3,2,417,14,12,0.18,0.21,0.04,0.91,0.05,0.98,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,37.42653223767355,True,False,-0.2342847432862686,-0.0564776543498302,-0.0623482982550048
20,HLCC/4,6,96,4,macdh,3,41,6,8,0.3,899,558,18,253,250,350,171,247,138,170,60,238,362,738,838,636,457,287,977,631,363,335,543,697,460,928,329,624,628,984,16,39,36,12,71,6,24,31,16,328,24,1,0.21,0.12,0.11,0.13,0.0713759400335241,0.34,False,True,False,False,True,True,False,True,True,False,False,False,True,False,False,False,True,45.24770333706409,True,False,-0.4954124233195668,-0.0862258516674083,-0.0910004581524149
21,HLC/3,4,115,3,macdh,4,290,5,19,0.3,1927,350,106,153,672,364,283,217,29,254,51,261,29,211,912,806,485,437,761,729,390,372,226,4,703,766,652,99,298,723,29,47,70,1,202,6,25,103,1,135,2,20,0.07,0.33,0.05,0.9,0.04,0.8,True,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True,True,33.65649581164523,True,False,-0.5626287281200817,-0.1298900204634885,-0.1392894812137141
22,HLC/3,4,110,4,macdh,4,73,2,15,0.32,1118,989,112,88,979,36,222,910,117,235,263,246,387,910,792,570,415,371,826,726,456,373,586,231,567,414,330,36,303,574,13,15,95,14,887,7,44,55,20,99,17,9,0.23,0.28,0.0207234072593037,0.9253218172968444,0.0428942849583304,0.3715738079667771,True,True,False,True,False,False,True,True,False,True,False,False,True,True,True,True,False,20.1851559901308,True,False,-0.4311613884370402,-0.1478994798081752,-0.1588341621073628
23,HL/2,5,132,4,macd,4,307,4,5,0.12,2133,671,157,223,869,153,221,405,119,124,649,302,80,301,888,601,366,282,535,530,408,310,219,27,165,752,625,994,366,583,30,53,3,15,463,2,48,64,5,277,21,9,0.24,0.07,0.140033057947457,0.28,0.075741367478008,0.2230228326579071,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,26.059045464903026,True,False,-0.2664117824279495,-0.0836366633480308,-0.0907226125404536
24,HLCC/4,5,92,4,macds,3,278,6,14,0.27,2948,624,71,215,317,117,11,380,373,358,637,167,65,347,880,536,481,378,629,619,482,334,741,809,773,703,940,35,801,796,12,24,60,7,883,4,19,38,7,394,18,1,0.07,0.12,0.05,1.0,0.06,0.94,False,False,True,False,False,False,False,True,False,True,False,True,True,True,True,True,False,43.96232457064574,True,False,-0.2810982810479683,-0.0671571475387974,-0.0714642726363282
25,HLC/3,5,125,4,macdh,3,135,4,12,0.17,414,939,14,322,371,3,330,67,277,203,840,301,247,779,854,718,448,375,881,665,434,324,447,730,86,955,469,578,191,224,24,54,40,18,100,12,47,76,8,333,8,22,0.09,0.14,0.1040180129529438,0.14,0.057692249116118,0.1992037314485711,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,43.8157343421672,True,False,-0.4684928811449808,-0.0941172548209452,-0.1018216229189132
26,HLC/3,5,98,4,macds,4,196,5,16,0.33,550,463,361,383,349,99,181,41,354,59,8,295,383,58,814,643,419,340,900,820,305,252,977,857,695,14,664,92,739,190,3,4,86,2,636,8,17,22,3,951,4,4,0.19,0.37,0.0211431782648103,0.0634295347944311,0.0337197640647168,0.0930455383002127,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,25.49677652604776,True,False,-0.3181268208532324,-0.0992723264200334,-0.106264481497813
27,OHLC/4,4,128,3,macdh,3,349,4,18,0.11,1687,433,143,191,866,49,108,742,68,61,912,85,56,950,876,667,402,327,907,543,482,283,374,474,893,501,326,667,729,688,12,13,78,8,501,7,48,32,7,901,20,7,0.09,0.32,0.0455140033210735,0.4229920417307518,0.0266255649297414,0.7652081521467432,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False,False,37.43561406596901,True,False,-0.5110048084579653,-0.1002286500464801,-0.1072263136170508
28,OHLC/4,5,119,4,macds,4,155,6,20,0.06,2717,206,126,91,355,11,373,574,43,118,910,186,239,338,971,779,440,438,824,641,386,316,712,989,259,504,76,858,900,339,3,35,79,4,9,11,26,50,3,676,25,23,0.29,0.12,0.17,0.39,0.2097421861562271,0.6896927478919808,True,True,False,False,True,True,False,False,False,True,True,True,True,False,False,True,True,25.20849263253052,True,False,-0.303201460562035,-0.0855076473675909,-0.0893581316759386
29,HLC/3,5,124,3,macds,4,293,6,18,0.38,564,347,8,178,638,133,36,306,14,108,204,204,2,945,588,554,452,390,809,576,412,297,656,890,762,584,277,374,557,329,28,51,57,16,326,13,44,60,16,886,18,17,0.28,0.27,0.11,0.12,0.12,0.18,True,False,False,False,False,True,True,False,True,True,True,False,False,True,False,True,True,45.04388694644081,True,False,-0.262393771920277,-0.0676045674858841,-0.0720295363844738
30,HL/2,5,133,4,macdh,4,29,5,9,0.07,1841,391,153,356,836,48,236,963,399,334,238,32,311,948,544,539,360,308,918,545,450,262,419,754,766,455,138,154,391,491,16,59,61,18,939,11,29,93,9,978,22,3,0.02,0.25,0.42,0.47,0.2353347188118129,0.7630798455446672,True,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,22.27310477610025,True,False,-0.4212415218279519,-0.0955627319758745,-0.1039023455880886
31,HLC/3,6,104,4,macdh,4,303,2,19,0.12,2828,765,93,264,175,388,386,631,320,64,744,211,229,479,974,959,460,379,735,597,461,415,509,885,404,355,525,54,964,814,6,40,22,19,607,13,46,57,1,4,3,2,0.32,0.36,0.0760435224142653,0.11,0.0718602628678274,0.2230228326579071,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,False,32.300066575629515,True,False,-0.3735090341206801,-0.12395434531782,-0.1341351452371118
32,OHLC/4,5,120,3,macds,4,9,4,7,0.16,1510,219,27,398,104,381,335,690,311,354,107,360,24,476,820,522,489,339,981,967,435,321,156,362,994,71,347,794,6,32,10,54,101,3,892,10,33,62,10,622,21,12,0.08,0.38,0.0564932061505454,0.1635364908601972,0.0591491952036166,0.37,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,26.77079904085758,True,False,-0.2822664410400626,-0.0915848881292392,-0.0981446471134056
33,high,5,110,3,macdh,4,284,1,15,0.34,1104,663,81,80,122,9,169,335,113,22,901,291,153,107,857,608,479,443,857,809,397,361,422,920,499,393,466,173,978,479,15,57,94,6,682,6,22,69,15,298,12,12,0.24,0.38,0.059566965118452,0.85,0.0713700508320527,0.1682004747935881,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,22.27310477610025,True,False,-0.4212415218279519,-0.0955627319758745,-0.1039023455880886
34,HLC/3,5,127,3,macdh,4,321,4,8,0.3,1840,647,96,167,690,398,243,243,70,57,45,136,75,57,721,515,366,273,942,521,497,424,141,455,538,708,719,129,371,213,30,49,69,5,730,2,16,22,5,746,19,16,0.29,0.2,0.0173199342497042,0.83,0.0516102924834348,0.831411500135176,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,35.74159471340302,True,False,-0.5130821633491273,-0.1249596631747022,-0.1343417117025266
35,close,6,103,4,macd,3,26,5,6,0.1,2632,864,241,349,990,90,128,47,292,125,483,150,116,945,888,633,465,363,878,752,482,453,997,494,55,119,845,70,93,337,27,33,5,7,556,6,16,23,6,569,9,3,0.12,0.21,0.56,0.8,0.02,0.88,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,39.38106166335285,True,False,-0.2570349829683741,-0.0571482138872148,-0.0632500732993108
36,HLCC/4,6,105,4,macds,4,191,4,12,0.22,382,499,367,18,82,267,127,259,137,396,596,116,164,230,974,506,416,334,888,596,305,252,710,252,842,252,448,652,400,657,4,43,3,8,122,3,6,84,14,497,8,6,0.09,0.21,0.0946046767168048,0.13,0.1183119413582178,0.35,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,34.970982521237744,True,False,-0.2951196288223357,-0.1002085446217984,-0.1066090099741323
37,HLCC/4,5,97,3,macdh,3,359,5,9,0.34,1867,808,21,291,758,386,362,190,270,132,128,378,51,661,984,579,309,276,992,608,480,456,306,538,404,201,272,357,857,573,2,21,2,9,255,13,26,99,18,116,16,16,0.32,0.21,0.05,0.87,0.04,0.91,False,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,35.505780184499514,True,False,-0.5342055289820515,-0.0998071979215134,-0.1074146892780313
38,HL/2,6,120,4,macdh,3,156,2,11,0.14,2693,671,299,70,835,39,142,631,212,165,568,95,368,259,797,723,359,323,917,889,483,438,710,640,564,596,490,279,350,804,2,48,12,20,348,14,38,104,7,451,19,11,0.19,0.35,0.010030716820142,0.0968275381870388,0.0336373572331829,0.1,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,22.96880648374373,True,False,-0.3703384778725277,-0.1089606264078534,-0.1174184690747937
39,HLC/3,4,115,3,macdh,4,368,4,17,0.27,2469,871,369,73,523,333,333,102,112,66,943,214,4,221,597,511,402,359,594,534,369,348,41,136,309,456,36,988,542,874,3,29,26,4,700,4,52,43,5,275,9,7,0.4,0.4,0.1091508125583657,0.18,0.1089720206650429,0.3481092250919922,True,True,False,False,False,True,True,False,False,True,False,True,True,True,True,False,True,33.78350118699842,True,False,-0.5114080778032557,-0.1214188145129108,-0.130643005934585
40,high,6,115,3,macdh,3,300,5,19,0.1,1022,398,128,315,583,305,107,848,8,386,943,305,4,25,705,613,407,399,987,982,338,320,244,2,427,309,591,942,73,765,12,27,98,19,261,5,46,41,5,46,24,9,0.24,0.1,0.05,0.91,0.04,0.87,True,True,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,37.14705552810998,True,False,-0.5084285268814442,-0.0960698096054775,-0.1013372305625872
41,HL/2,5,90,3,macdh,4,130,6,12,0.08,810,506,15,48,686,345,350,903,320,290,68,329,281,621,622,528,390,326,850,777,307,295,750,736,52,788,622,521,329,556,2,3,25,20,641,7,21,15,19,865,16,5,0.2,0.21,0.01,1.0,0.06,0.8,False,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,35.7706073906998,True,False,-0.5283106131299118,-0.1105400312864506,-0.1160787720453866
42,high,6,94,3,macdh,4,143,2,9,0.22,360,941,108,362,321,51,31,609,99,229,430,246,155,678,811,736,482,473,950,906,472,306,927,285,448,968,148,860,50,175,6,47,35,9,903,13,45,32,6,314,13,15,0.16,0.24,0.01,0.98,0.04,0.93,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,27.215608027787493,True,False,-0.4026453746253007,-0.1346763000659645,-0.1418093637709484
43,HLCC/4,5,115,3,macds,3,163,6,13,0.04,1456,975,260,271,378,356,296,420,228,296,794,316,267,395,859,676,480,399,775,582,381,275,117,149,294,97,698,594,900,552,2,7,9,7,769,10,20,97,5,651,8,25,0.08,0.31,0.22,0.23,0.1883795313509275,0.4,False,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,27.110543226256787,True,False,-0.1999057409949586,-0.0386324030768223,-0.0432790710735624
44,HLC/3,4,129,4,macd,3,336,4,15,0.15,2193,213,354,230,478,81,108,306,277,88,292,338,45,556,833,828,468,436,842,737,286,282,234,730,209,196,922,361,227,726,26,46,74,4,963,11,47,41,16,889,7,22,0.04,0.33,0.009893785289697,0.3065857266744881,0.0606539763141524,0.2682821153836121,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,33.456159360423655,True,False,-0.2047457552668616,-0.0435485810877508,-0.0493966862623186
45,open,4,116,3,macdh,4,364,5,14,0.25,1679,302,219,52,256,167,92,541,235,400,964,193,364,536,777,758,368,362,760,604,500,367,135,909,661,803,613,129,532,659,29,37,77,11,272,18,45,12,15,683,16,11,0.26,0.31,0.1,0.18,0.069823368972155,0.3117507942715831,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,41.80409086677808,True,False,-0.5838373543179028,-0.1397605770701951,-0.1472531096100071
46,OHLC/4,5,119,4,macds,4,108,4,8,0.31,2026,807,256,38,758,161,29,279,97,161,48,83,357,292,828,505,386,323,933,928,440,417,586,302,243,513,351,667,771,4,11,32,78,18,986,8,15,99,15,488,15,25,0.19,0.39,0.03,0.87,0.03,1.0,True,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,True,30.42969379042921,True,False,-0.326497891392529,-0.1174854941228183,-0.1233343052211046
47,low,4,104,3,macdh,3,71,5,8,0.16,354,941,282,303,587,21,44,875,238,368,792,281,49,867,798,568,434,259,780,654,418,267,879,159,581,672,346,662,734,806,14,45,12,19,528,2,31,47,12,138,23,7,0.2,0.31,0.11,0.18,0.0738581610184409,0.2486906229903669,False,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,25.97619502982808,True,False,-0.5389132462897033,-0.0997224825760504,-0.1093733697716675
48,HLCC/4,5,113,4,macd,4,374,3,3,0.15,1724,474,155,387,9,292,156,842,391,53,137,4,359,936,936,586,404,290,816,772,469,389,608,298,868,985,330,973,964,277,10,50,34,20,992,3,25,58,20,78,25,10,0.23,0.17,0.010038057779651,0.1697074850218169,0.0396994347835112,0.1478626611463077,True,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,24.81999560128329,True,False,-0.2864250456139239,-0.1063741415247494,-0.1132823613468069
49,HLCC/4,4,112,4,macdh,4,76,6,12,0.24,1851,742,221,386,721,313,81,19,343,332,244,18,136,839,961,833,489,380,643,545,452,260,865,38,442,124,344,260,213,225,12,49,78,11,544,15,43,46,1,643,3,16,0.14,0.27,0.01,0.95,0.03,0.91,False,True,False,False,True,True,False,True,False,True,True,False,False,True,True,True,True,25.93561759253756,True,False,-0.5627275015986357,-0.1220346431946497,-0.1283802041254548
50,HL/2,5,120,3,macd,3,350,4,8,0.06,2972,403,107,93,361,127,81,223,173,88,183,4,156,176,722,612,294,281,606,550,392,385,609,116,629,454,592,84,345,824,12,32,48,17,397,3,4,6,11,652,6,18,0.24,0.24,0.04,0.91,0.05,0.88,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,37.10140049406431,True,False,-0.2366912461168864,-0.0548358570344799,-0.0614053542301767
51,HL/2,6,118,4,macdh,3,177,4,8,0.16,614,324,154,285,38,271,252,33,276,350,845,368,166,257,812,515,297,291,870,644,307,297,516,452,857,304,446,131,515,746,5,19,48,10,960,14,22,53,15,213,11,11,0.13,0.19,0.01,0.97,0.05,0.81,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,37.02811761949804,True,False,-0.4511810651679814,-0.0918039776631046,-0.09864327686123
52,OHLC/4,4,128,4,macdh,4,15,6,4,0.07,2845,235,226,324,543,199,270,485,303,225,694,71,48,718,668,510,428,410,967,616,461,424,481,593,475,81,894,815,290,369,3,20,90,12,347,11,16,31,8,821,19,1,0.06,0.26,0.19,0.21,0.0784907201377515,0.2329273689982293,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,36.35474834183219,True,False,-0.519456557927457,-0.1092231081147059,-0.1147045674923717
53,HLC/3,6,131,4,macdh,4,374,6,6,0.18,1788,924,221,123,394,312,275,789,181,380,105,357,304,659,616,510,431,288,653,501,375,305,827,862,958,278,385,222,919,998,16,41,23,9,34,11,37,38,13,829,21,18,0.22,0.17,0.1,0.12,0.0747690011708068,0.29,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,53.31240423765774,True,False,-0.5401287759136925,-0.1209405540652913,-0.1267931807190183
