,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
129,HL/2,38.0,328.0,45.0,macd,0.7937667390915717,0.8144665367985615,2.0,39.0,143.0,4H,0.172935986831878
130,low,35.0,467.0,17.0,macd,0.7841426717068519,0.8043770154933233,3.0,31.0,185.0,4H,0.1715200557471938
131,high,15.0,316.0,34.0,macd,0.4400807506626554,0.4337991312271558,6.0,15.0,475.0,4H,0.1705813182099656
132,HLC/3,3.0,545.0,32.0,macds,0.8845834722521715,0.930360050592063,6.0,24.0,283.0,4H,0.1702865610227328
133,OHLC/4,39.0,337.0,34.0,macds,0.6760364675547519,0.7287094829029588,6.0,28.0,236.0,4H,0.1701537461131154
134,OHLC/4,3.0,272.0,12.0,macds,0.7720104165283636,0.7813350772685768,6.0,45.0,434.0,4H,0.1689857783348142
135,HL/2,28.0,325.0,40.0,macds,0.5924778946001396,0.6665037613873267,2.0,7.0,368.0,4H,0.1679649509210646
136,high,75.0,262.0,28.0,macd,0.5479164348286514,0.5384775166008758,6.0,10.0,104.0,4H,0.1677518409343247
137,close,39.0,425.0,9.0,macd,0.8679093900235689,0.8918971253269733,3.0,15.0,351.0,4H,0.1668451040839168
138,low,94.0,299.0,8.0,macdh,0.2703732306831523,0.2771055574098057,1.0,14.0,228.0,4H,0.1631845255956226
139,close,44.0,381.0,26.0,macd,0.837176004373727,0.8605469449745823,3.0,19.0,461.0,4H,0.1628974164497899
140,high,43.0,373.0,40.0,macd,0.8363707505059804,0.8594653663112244,5.0,30.0,202.0,4H,0.1627769184207062
141,low,8.0,400.0,50.0,macd,0.6030531129808471,0.5949571821529679,3.0,22.0,360.0,4H,0.1626825010038398
142,open,172.0,397.0,44.0,macd,0.6524460850121019,0.6532243192730001,3.0,13.0,310.0,4H,0.1621320938757537
143,HLCC/4,4.0,167.0,49.0,macd,0.5166229993180936,0.5063397898578076,4.0,46.0,446.0,4H,0.1611555470426201
144,close,125.0,608.0,20.0,macd,0.7268560159033616,0.7145277342081195,6.0,10.0,342.0,4H,0.1607628964559431
145,high,19.0,521.0,44.0,macd,0.4204780795195723,0.4103402804229316,3.0,3.0,463.0,4H,0.1605830063159571
146,HLC/3,96.0,297.0,32.0,macd,0.4659799729113293,0.4361309254119293,1.0,5.0,30.0,4H,0.1595896455431021
147,HLCC/4,9.0,422.0,41.0,macds,0.7106961805414627,0.7136077752995045,6.0,6.0,429.0,4H,0.159494060207723
148,OHLC/4,61.0,286.0,3.0,macds,0.5824156089611132,0.5779651457290559,5.0,18.0,246.0,4H,0.1592594825264321
149,open,70.0,248.0,36.0,macd,0.6503417107558377,0.6191239930444187,1.0,30.0,234.0,4H,0.1590888519916514
150,HLC/3,32.0,283.0,31.0,macd,0.6943474982999368,0.722992472704684,1.0,43.0,97.0,4H,0.1589523230032967
151,close,74.0,482.0,21.0,macds,0.7303462369042831,0.6862454389832198,1.0,2.0,407.0,4H,0.1588666549650655
152,OHLC/4,80.0,156.0,49.0,macd,0.5933312539899731,0.5623664400340459,2.0,14.0,238.0,4H,0.1587934638945042
153,open,131.0,467.0,33.0,macd,0.5750242247741123,0.5787133087577316,3.0,12.0,237.0,4H,0.1586512941476031
154,high,50.0,265.0,38.0,macd,0.6256777923281942,0.6282642176854013,4.0,20.0,346.0,4H,0.157820841727409
155,high,101.0,125.0,5.0,macd,0.5734033664540716,0.5708375997630153,6.0,11.0,423.0,4H,0.1577797820921112
156,high,147.0,421.0,29.0,macds,0.9849709337461958,0.9755212774011094,2.0,30.0,273.0,4H,0.1566414582331944
157,low,60.0,407.0,16.0,macd,0.8028347015720572,0.7625433688290615,6.0,30.0,133.0,4H,0.154293386679187
158,open,155.0,378.0,44.0,macd,0.9485949914703228,0.9527272240407334,3.0,32.0,154.0,4H,0.1534745839127367
159,close,139.0,410.0,15.0,macd,0.9485372808998328,0.9504501537615232,2.0,40.0,27.0,4H,0.1533491055419447
160,high,7.0,376.0,42.0,macd,0.6819982418517749,0.6546241532328765,3.0,32.0,208.0,4H,0.1528580877960244
161,OHLC/4,286.0,495.0,2.0,macd,0.4229536137754699,0.6000502754484067,5.0,3.0,403.0,4H,0.152593536515243
162,OHLC/4,17.0,669.0,30.0,macd,0.3552079368895292,0.4127556781771392,5.0,3.0,45.0,4H,0.1520999202952206
163,HL/2,134.0,287.0,2.0,macdh,0.93492008473671,0.9312756915859152,2.0,173.0,33.0,4H,0.1515784922072678
164,high,22.0,575.0,47.0,macd,0.9527258893496816,0.91265166662286,4.0,45.0,185.0,4H,0.1515110599527567
165,HLC/3,240.0,594.0,22.0,macds,0.7204513138092029,0.8003474861146322,6.0,60.0,220.0,4H,0.1512440010334
166,OHLC/4,167.0,390.0,8.0,macds,0.5527498695921008,0.5214137843885519,2.0,6.0,441.0,4H,0.1512275098534164
167,low,23.0,603.0,17.0,macd,0.663450894589383,0.6507295943661944,3.0,42.0,340.0,4H,0.1511586866212639
168,low,159.0,411.0,46.0,macd,0.5038782336419441,0.5479684849469398,6.0,6.0,316.0,4H,0.1490804890325396
169,high,69.0,334.0,45.0,macd,0.4843459959734794,0.4868551093729631,2.0,7.0,89.0,4H,0.1488999301017576
170,HLCC/4,188.0,277.0,19.0,macd,0.6551363076932973,0.6279536580041425,1.0,29.0,95.0,4H,0.1487475256384196
171,open,64.0,343.0,25.0,macd,0.7418434243384653,0.7356067821422634,1.0,35.0,287.0,4H,0.1484920064380502
172,HL/2,36.0,229.0,4.0,macd,0.3801248423225776,0.3585710043094609,4.0,13.0,79.0,4H,0.1484468161666751
173,OHLC/4,196.0,267.0,6.0,macd,0.6517701272785814,0.6230800167285417,2.0,26.0,249.0,4H,0.1481071711954736
174,high,28.0,472.0,44.0,macd,0.7197132590415684,0.7430833594180457,4.0,38.0,410.0,4H,0.1474968560559855
175,close,51.0,219.0,11.0,macd,0.8924979667186029,0.8949201511561934,4.0,253.0,246.0,4H,0.1472822820486088
176,high,30.0,524.0,49.0,macd,0.7136439509488255,0.7419347007048747,3.0,19.0,217.0,4H,0.1470052486586356
177,HL/2,3.0,276.0,40.0,macds,0.6861994898173502,0.7639025106687919,2.0,42.0,243.0,4H,0.1465142477190791
178,HLCC/4,130.0,385.0,3.0,macd,0.7097380846644445,0.7152812893066207,5.0,18.0,97.0,4H,0.1449579621873129
179,low,38.0,451.0,36.0,macds,0.5419366738239891,0.5552378315510141,4.0,4.0,485.0,4H,0.1443696367170356
180,HLCC/4,87.0,645.0,11.0,macdh,0.4007248057638438,0.4152745745071565,5.0,30.0,225.0,4H,0.144151121213368
181,open,114.0,111.0,17.0,macds,0.8495519505177462,0.8679166663693325,4.0,205.0,197.0,4H,0.1434088611346776
182,HLC/3,25.0,223.0,30.0,macds,0.8592918500694957,0.852996946998191,6.0,183.0,488.0,4H,0.1431251825530022
183,low,273.0,333.0,27.0,macd,0.6739305888651371,0.722862526307247,5.0,5.0,91.0,4H,0.1429795887234116
184,open,106.0,395.0,30.0,macd,0.6992792570444595,0.695419459841809,5.0,19.0,426.0,4H,0.1428947408567792
185,HLC/3,43.0,209.0,45.0,macd,0.4902278580405519,0.492575947729611,4.0,32.0,308.0,4H,0.1425664968619003
186,HLCC/4,111.0,108.0,20.0,macds,0.8398381980250005,0.8591236483915312,2.0,202.0,260.0,4H,0.1423761012228987
187,low,300.0,585.0,39.0,macds,0.7087441705915742,0.6741847938014274,6.0,9.0,34.0,4H,0.1420604658024886
188,low,230.0,615.0,48.0,macd,0.5739586638296013,0.6201351172210184,1.0,12.0,218.0,4H,0.1417377853923107
189,low,108.0,399.0,42.0,macds,0.4393391555569456,0.4548204259694151,2.0,4.0,183.0,4H,0.1409037773196027
190,HLCC/4,117.0,146.0,50.0,macd,0.5266252026706841,0.5242581264552444,2.0,22.0,208.0,4H,0.1402864106195551
191,OHLC/4,27.0,353.0,7.0,macds,0.8178300558447441,0.8337963347718139,6.0,40.0,421.0,4H,0.1397207838433394
192,HL/2,103.0,116.0,39.0,macd,0.654324994724994,0.6944013376203274,2.0,156.0,168.0,4H,0.1396963642121736
193,OHLC/4,97.0,112.0,22.0,macd,0.8149594678127868,0.8342929573896035,2.0,249.0,403.0,4H,0.1395848206248153
194,open,10.0,376.0,14.0,macd,0.8014547729316296,0.8481420689164297,2.0,69.0,41.0,4H,0.1395733616696303
195,OHLC/4,157.0,289.0,8.0,macds,0.5882382425089593,0.576617233444406,2.0,25.0,334.0,4H,0.1394794694762164
196,close,123.0,363.0,27.0,macd,0.6792546221316604,0.6615265661839252,1.0,26.0,414.0,4H,0.1391800690002397
197,high,31.0,551.0,4.0,macd,0.808386874974596,0.8289645087353475,6.0,16.0,55.0,4H,0.1389115617536275
198,HL/2,116.0,365.0,2.0,macd,0.667409477698461,0.6668027647164865,5.0,21.0,494.0,4H,0.1387331787664701
199,OHLC/4,19.0,266.0,50.0,macds,0.5912558898096718,0.7517411772680576,5.0,38.0,438.0,4H,0.1386750581661126
200,close,53.0,136.0,16.0,macd,0.6656583015210025,0.6581487149921281,1.0,59.0,54.0,4H,0.1380094675052538
201,close,94.0,112.0,39.0,macd,0.8070933836669133,0.8100066136743823,2.0,201.0,257.0,4H,0.1377708848650282
202,high,95.0,413.0,40.0,macd,0.6647505434979483,0.6518355732051807,4.0,19.0,372.0,4H,0.1375042124877
203,HLC/3,4.0,351.0,33.0,macds,0.7804869621898596,0.8314504923196504,1.0,26.0,418.0,4H,0.1374318353192596
204,high,154.0,312.0,26.0,macds,0.5502590492134223,0.5838653925929488,4.0,18.0,181.0,4H,0.1369798348208212
205,high,17.0,147.0,31.0,macds,0.7939178231683265,0.8073339010508338,4.0,251.0,304.0,4H,0.1368662109304905
206,high,22.0,378.0,44.0,macds,0.4908158413584281,0.5206120731913086,4.0,24.0,120.0,4H,0.1367133532317872
5,close,128.0,311.0,22.0,macd,0.8000172741130767,0.7982220064008391,5.0,136.0,34.0,4H,0.13669764022634476
207,low,83.0,310.0,33.0,macds,0.7955283214887956,0.8005174563287862,5.0,9.0,275.0,4H,0.1365721504616564
208,high,149.0,333.0,33.0,macd,0.6597606234665547,0.6414788419358051,3.0,29.0,384.0,4H,0.1364289886189045
209,HLC/3,18.0,490.0,30.0,macds,0.7941330175747945,0.7968738115412307,4.0,38.0,75.0,4H,0.1362848559852907
210,HL/2,166.0,261.0,48.0,macd,0.7813134650176636,0.8031447668302036,2.0,116.0,50.0,4H,0.1359021658464397
211,HLC/3,150.0,310.0,7.0,macds,0.5700071289106651,0.5483772757987012,5.0,20.0,419.0,4H,0.1357323103214621
212,low,93.0,339.0,47.0,macds,0.566846825581188,0.5502777679963199,6.0,2.0,455.0,4H,0.1356373275436306
213,close,35.0,664.0,17.0,macd,0.3714774920440259,0.3309364711306107,1.0,3.0,487.0,4H,0.1349695222726492
214,low,25.0,352.0,21.0,macds,0.774583015424366,0.7916415936748754,5.0,29.0,168.0,4H,0.1348607348673508
215,OHLC/4,141.0,306.0,6.0,macds,0.5601054400976101,0.5449774419063905,1.0,17.0,142.0,4H,0.1346623227718008
216,HLC/3,172.0,328.0,24.0,macds,0.6346338750479789,0.6352317916611948,5.0,26.0,2.0,4H,0.1342359709577585
217,low,220.0,638.0,15.0,macds,0.7150915926116806,0.8430339584104112,4.0,67.0,322.0,4H,0.13409798253896
218,HLC/3,129.0,291.0,27.0,macd,0.7427874163444368,0.8086076029951876,4.0,136.0,236.0,4H,0.1339329546733115
219,HLC/3,81.0,493.0,22.0,macds,0.7133284973622842,0.8334322001000457,2.0,29.0,343.0,4H,0.1334770543365788
220,HLCC/4,128.0,234.0,42.0,macd,0.5227986414096529,0.4536632711162709,6.0,23.0,20.0,4H,0.1333591104920494
221,OHLC/4,178.0,590.0,33.0,macds,0.5129458011499868,0.5749180519812862,2.0,10.0,330.0,4H,0.1331238299892894
222,HLC/3,22.0,343.0,28.0,macds,0.7665186253652804,0.766192905066568,1.0,33.0,44.0,4H,0.1329352866896344
223,high,39.0,148.0,5.0,macds,0.2339816072203325,0.226237809616456,4.0,5.0,151.0,4H,0.1325561437173167
224,HLCC/4,142.0,260.0,41.0,macd,0.7259218676970842,0.794753581712823,1.0,124.0,486.0,4H,0.132148058873808
225,HL/2,143.0,256.0,27.0,macd,0.7204811212646689,0.7899832749242996,6.0,86.0,235.0,4H,0.1315528207140545
226,HL/2,64.0,138.0,19.0,macds,0.7488259093229814,0.7520412490235105,3.0,171.0,376.0,4H,0.131087366474308
227,HLC/3,78.0,310.0,2.0,macd,0.2946934885283072,0.271002481359581,1.0,2.0,62.0,4H,0.1307677384313288
228,HLCC/4,169.0,240.0,46.0,macd,0.7312794303883433,0.7560440309817292,5.0,46.0,455.0,4H,0.130285718585438
229,low,19.0,661.0,2.0,macds,0.4547256193040588,0.4036925623787271,1.0,15.0,150.0,4H,0.1301149319933633
230,open,121.0,274.0,49.0,macd,0.466890558370128,0.4702372146480914,4.0,17.0,419.0,4H,0.1299702724360343
231,OHLC/4,32.0,266.0,43.0,macds,0.44819994550368,0.6092473613435252,4.0,29.0,387.0,4H,0.1297533206401277
232,HLC/3,51.0,90.0,45.0,macds,0.4313934471534836,0.4217908651194774,6.0,22.0,208.0,4H,0.1297330574290269
233,OHLC/4,147.0,429.0,10.0,macdh,0.2115964654837326,0.2217956953597848,6.0,13.0,358.0,4H,0.1292428276588483
234,OHLC/4,55.0,175.0,12.0,macds,0.6914756898806409,0.7750537077504579,1.0,40.0,498.0,4H,0.1289405649132907
235,OHLC/4,217.0,247.0,18.0,macd,0.6007351965087679,0.5945974547778088,4.0,48.0,341.0,4H,0.1289295473525896
236,low,200.0,214.0,31.0,macds,0.5325120941557022,0.4941656703541793,3.0,10.0,356.0,4H,0.1281633974440204
237,close,37.0,173.0,22.0,macds,0.7306269467752433,0.7172059099410331,6.0,177.0,82.0,4H,0.1279773693869131
238,open,143.0,272.0,32.0,macd,0.705912149176107,0.7402894041767856,1.0,55.0,325.0,4H,0.127860793021255
239,HLCC/4,168.0,241.0,4.0,macds,0.7321619776378755,0.7132000679726935,2.0,58.0,197.0,4H,0.1278280546247474
240,OHLC/4,53.0,152.0,27.0,macds,0.724605375471408,0.7198652164899773,5.0,172.0,185.0,4H,0.1277823617256298
241,close,51.0,183.0,17.0,macds,0.4117446400974409,0.4214972030002236,2.0,3.0,76.0,4H,0.1277030586163791
242,HL/2,6.0,658.0,10.0,macd,0.5163357233887541,0.6712926111095101,1.0,45.0,199.0,4H,0.127643419507874
243,HLCC/4,114.0,312.0,43.0,macd,0.7239931211597019,0.7149862114086462,4.0,131.0,28.0,4H,0.1274570999103887
244,OHLC/4,285.0,440.0,29.0,macdh,0.2196761669857567,0.2240380395442263,1.0,5.0,378.0,4H,0.1273849141596304
245,high,173.0,226.0,44.0,macd,0.703977911377397,0.7303837829123473,5.0,89.0,333.0,4H,0.1271715745784598
246,HLCC/4,166.0,213.0,17.0,macd,0.6800423293707614,0.7549141756426037,3.0,92.0,429.0,4H,0.1271055476116833
247,low,167.0,631.0,30.0,macdh,0.3495083740039885,0.3658685995889187,2.0,15.0,442.0,4H,0.1269504473112826
248,close,172.0,277.0,37.0,macd,0.5854285731341154,0.580032260380092,3.0,28.0,480.0,4H,0.1267727092040667
249,close,185.0,211.0,5.0,macd,0.6966501765666446,0.7234381991304721,1.0,68.0,30.0,4H,0.1263258007645601
250,HL/2,83.0,294.0,38.0,macds,0.5068216772527148,0.4954213824681227,2.0,5.0,328.0,4H,0.1261749976228303
251,close,149.0,594.0,8.0,macds,0.7131915621498911,0.7028950149327929,5.0,36.0,41.0,4H,0.1261011025041349
252,HLCC/4,138.0,562.0,2.0,macd,0.4950690541659038,0.5040634668232853,3.0,12.0,94.0,4H,0.1259158291897305
253,OHLC/4,155.0,371.0,25.0,macd,0.4094946966667437,0.4057648241272039,2.0,10.0,376.0,4H,0.1258639356534319
254,open,186.0,568.0,47.0,macd,0.5602451426399896,0.5886878502128617,1.0,44.0,425.0,4H,0.125546557154904
255,close,230.0,375.0,38.0,macd,0.5484109283839683,0.5989075189750346,3.0,3.0,383.0,4H,0.1253734871284597
256,open,8.0,542.0,6.0,macds,0.6468341732083492,0.7586621286143809,4.0,71.0,45.0,4H,0.1252084917963361
257,open,148.0,256.0,26.0,macd,0.6824210738950315,0.7185287988155561,2.0,138.0,218.0,4H,0.1251753651265712
258,high,38.0,72.0,2.0,macds,0.2864852470695985,0.2838613921088569,6.0,24.0,496.0,4H,0.1249702419881163
259,HL/2,146.0,259.0,13.0,macd,0.6801255380043486,0.7167322159131357,1.0,99.0,372.0,4H,0.1249305541893668
260,low,202.0,261.0,6.0,macd,0.5686382038012823,0.5705029601046593,3.0,32.0,437.0,4H,0.1248576228725786
261,high,47.0,409.0,19.0,macds,0.4039084727726229,0.3994137774479749,3.0,4.0,31.0,4H,0.124631862059813
262,HLCC/4,241.0,306.0,47.0,macd,0.5959434472945643,0.406030449298282,3.0,2.0,404.0,4H,0.1246286468869617
263,close,30.0,326.0,27.0,macd,0.6672569878643142,0.724943609378388,4.0,46.0,148.0,4H,0.1246098718087818
264,high,72.0,124.0,27.0,macd,0.4011973863357427,0.4016788825911535,6.0,28.0,490.0,4H,0.1245870149502956
265,high,124.0,286.0,15.0,macds,0.7040746594755369,0.6835229625593646,5.0,122.0,128.0,4H,0.1243971998821495
266,high,207.0,636.0,18.0,macd,0.5484852354991508,0.5836587310826936,6.0,37.0,267.0,4H,0.1243058953783695
267,HLC/3,118.0,254.0,50.0,macd,0.4631892109697956,0.4122689959365171,4.0,20.0,469.0,4H,0.1240641687766251
268,low,7.0,603.0,15.0,macd,0.5610475763100232,0.5655646694019194,3.0,34.0,28.0,4H,0.123939879850321
269,HLCC/4,32.0,143.0,30.0,macd,0.1932386254812865,0.2041184540226231,4.0,3.0,154.0,4H,0.1237102873882714
270,high,152.0,595.0,7.0,macds,0.651184187673747,0.7199022132089086,3.0,106.0,486.0,4H,0.1233140179918047
271,OHLC/4,236.0,427.0,7.0,macds,0.5377631159887584,0.5810613138439568,5.0,3.0,221.0,4H,0.1233070973489556
272,low,197.0,220.0,14.0,macds,0.492051344599647,0.4706387003913216,3.0,16.0,46.0,4H,0.1228181869508238
273,HL/2,44.0,136.0,28.0,macd,0.4820512824774483,0.4768829964524007,6.0,51.0,73.0,4H,0.1225175647228369
274,close,109.0,301.0,7.0,macds,0.6816783011399898,0.6688793472301715,5.0,125.0,34.0,4H,0.122178770172114
275,open,165.0,220.0,38.0,macd,0.4206482407538781,0.4306385913144472,6.0,15.0,438.0,4H,0.1219019560399475
276,low,193.0,240.0,17.0,macd,0.5518326845299978,0.5465655254041242,6.0,26.0,476.0,4H,0.1218616259437531
277,close,170.0,192.0,11.0,macd,0.4329101826760118,0.4171441931931559,2.0,13.0,343.0,4H,0.1217758962329908
278,high,31.0,70.0,28.0,macds,0.3347759878525383,0.3368928622070202,5.0,24.0,467.0,4H,0.1217461858364208
279,OHLC/4,127.0,522.0,7.0,macdh,0.1876748042561888,0.1848906179412347,4.0,10.0,339.0,4H,0.1217422702975088
280,close,217.0,387.0,41.0,macd,0.5212116521455726,0.5704083671913426,2.0,3.0,317.0,4H,0.1212784817014967
281,HLC/3,167.0,221.0,50.0,macd,0.6511290167815666,0.6793182022730017,4.0,119.0,179.0,4H,0.120948391635958
282,HL/2,38.0,245.0,26.0,macd,0.4248285420522051,0.4137820697132331,2.0,32.0,368.0,4H,0.1206873593209133
283,HLCC/4,151.0,535.0,35.0,macd,0.6558504966234371,0.6694815507189696,4.0,94.0,129.0,4H,0.1206519889049037
284,HL/2,234.0,621.0,19.0,macds,0.4840584616397364,0.5957369494784095,5.0,15.0,131.0,4H,0.12005157662149
285,open,15.0,490.0,28.0,macd,0.3535580121831956,0.3458976147401654,3.0,13.0,18.0,4H,0.1196314671140588
286,open,82.0,482.0,5.0,macd,0.6044083268065612,0.7042142373608699,3.0,96.0,28.0,4H,0.1194075379529546
287,HL/2,267.0,283.0,2.0,macds,0.405546339138156,0.524413904688517,1.0,9.0,143.0,4H,0.1193809114295877
288,high,189.0,193.0,44.0,macd,0.6390940434200328,0.665428970406189,4.0,34.0,148.0,4H,0.1193737458542672
289,OHLC/4,282.0,580.0,22.0,macd,0.6503480742790372,0.6538271181379628,3.0,28.0,492.0,4H,0.1193684605908587
290,low,49.0,59.0,21.0,macds,0.4161233434339389,0.5106843913496639,1.0,114.0,217.0,4H,0.1193497600358542
291,HL/2,299.0,613.0,36.0,macd,0.5403197774836349,0.5217270503640512,5.0,21.0,260.0,4H,0.1191466464716177
292,open,116.0,277.0,24.0,macd,0.6103868736968122,0.6888393758399245,4.0,106.0,34.0,4H,0.1189216831014894
293,HLCC/4,167.0,216.0,38.0,macd,0.6281079202367889,0.668361961063113,5.0,36.0,247.0,4H,0.1188598912503943
294,HL/2,213.0,599.0,20.0,macds,0.4116914806945803,0.5092926547749653,5.0,5.0,390.0,4H,0.1188164101081303
295,HLCC/4,153.0,228.0,13.0,macd,0.4547834968421844,0.460312410099691,6.0,20.0,246.0,4H,0.1187542394063808
296,low,224.0,562.0,12.0,macd,0.4414049925286349,0.4699495732358161,2.0,3.0,133.0,4H,0.1183930373658155
297,close,95.0,350.0,31.0,macd,0.6429094449378466,0.6448328329172522,1.0,60.0,106.0,4H,0.1183638219117252
298,HLCC/4,47.0,350.0,2.0,macds,0.5258694564009672,0.5245267110773709,2.0,36.0,397.0,4H,0.1182857066645829
299,close,283.0,392.0,34.0,macdh,0.3845860430696762,0.3581916259255273,2.0,38.0,401.0,4H,0.1182397214410145
300,close,19.0,96.0,27.0,macds,0.4144485002680471,0.3887632351311438,2.0,128.0,286.0,4H,0.1172335510064962
301,high,13.0,300.0,3.0,macd,0.2243668133462867,0.2107056414900002,3.0,9.0,80.0,4H,0.1171398239062661
302,close,265.0,449.0,36.0,macd,0.4017207135878999,0.4998256221628988,5.0,5.0,453.0,4H,0.1171145648919937
303,high,258.0,584.0,50.0,macds,0.6011833279813741,0.6673548804967318,2.0,12.0,406.0,4H,0.1170778091044235
304,open,96.0,137.0,16.0,macd,0.6177290207065662,0.6416009225905722,2.0,165.0,445.0,4H,0.1166024454133893
305,HLC/3,13.0,480.0,36.0,macds,0.506931311085134,0.5163392612205686,2.0,20.0,97.0,4H,0.1162372086143948
306,low,218.0,558.0,45.0,macd,0.5888674527781297,0.6566494657888494,3.0,52.0,2.0,4H,0.115647712241147
307,HL/2,44.0,547.0,9.0,macds,0.4974053835329303,0.5160921865278117,4.0,29.0,171.0,4H,0.1154860884619485
308,HL/2,188.0,226.0,38.0,macd,0.4420652688081684,0.4351049356288624,6.0,27.0,308.0,4H,0.1154489881147756
309,low,193.0,477.0,46.0,macdh,0.4187000904136784,0.4576079069108446,5.0,49.0,435.0,4H,0.1152998796200834
310,HLC/3,35.0,603.0,27.0,macd,0.4971391198107447,0.5054009040024028,2.0,34.0,406.0,4H,0.1146625866246122
311,close,152.0,215.0,2.0,macd,0.6200859609768217,0.6061795378407742,4.0,97.0,211.0,4H,0.1145612439719084
312,HLC/3,181.0,193.0,12.0,macd,0.5919432862494185,0.633939292144431,2.0,148.0,216.0,4H,0.11449747791012
313,HLC/3,154.0,208.0,3.0,macd,0.5718568168105388,0.6560385180634,6.0,137.0,398.0,4H,0.1144877123552804
314,HLC/3,53.0,214.0,5.0,macd,0.2168936849856139,0.2457281856217235,2.0,9.0,155.0,4H,0.1142755458018602
315,close,195.0,570.0,33.0,macd,0.5769565704123479,0.6449004215817691,3.0,90.0,5.0,4H,0.1141734852654868
316,OHLC/4,257.0,560.0,46.0,macd,0.4837133304493459,0.5119756763223167,1.0,23.0,416.0,4H,0.1141115343485313
317,close,165.0,213.0,18.0,macds,0.4260939205874978,0.4334787823063084,6.0,13.0,245.0,4H,0.1138993003938596
